Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2008,4115435,13.91149789,62.47412227,43.90787365
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,44901544,80.62334912,93.72823134,92.12323077
Comoros,COM,Sub-Saharan Africa,Low income,2008,657229,30.96482322,84.82501729,13.95875715
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,491723,54.50021568,82.03120757,56.46878426
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,4429508,95.94483307,97.65287678,42.59096044
Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,11309754,90.09851885,94.2340654,2.93318493
Curacao,CUW,Latin America & Caribbean,High income,2008,145880,98.81862531,99.37274522,
Cayman Islands,CYM,Latin America & Caribbean,High income,2008,52926,95.55,96.125,185.7555833
Cyprus,CYP,Europe & Central Asia,High income,2008,1081563,99.75583502,100,129.4054983
Czech Republic,CZE,Europe & Central Asia,High income,2008,10384603,99.13800987,99.84518037,132.1991302
Germany,DEU,Europe & Central Asia,High income,2008,82110097,99.21488209,100,130.0651266
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,822934,51.1577213,76.00790719,13.71288585
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,71074,74.11266925,95.675,128.0355686
Denmark,DNK,Europe & Central Asia,High income,2008,5493621,99.59723502,100,119.2657784
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,9636520,81.32684482,93.09431071,74.82455285
Algeria,DZA,Middle East & North Africa,Upper middle income,2008,34860715,86.0990176,91.91957325,77.54135852
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,14447562,79.18784821,88.20524065,80.87509159
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,80953881,92.8367602,98.30209862,51.00022567
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,4232636,9.862806943,17.80774632,2.566509381
Spain,ESP,Europe & Central Asia,High income,2008,45954106,99.90346047,100,107.8819694
Estonia,EST,Europe & Central Asia,High income,2008,1337090,99.36763475,99.40274023,121.2547921
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,83184892,5.141201789,28.4609221,2.349617765
Finland,FIN,Europe & Central Asia,High income,2008,5313399,99.44805146,100,128.3858236
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,843340,87.8303057,94.21955201,71.14568264
France,FRA,Europe & Central Asia,High income,2008,64374989,98.65700705,99.96780218,93.00882838
Faroe Islands,FRO,Europe & Central Asia,High income,2008,48485,90.88347572,100,113.1483964
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,104478,56.241917,89.7647202,26.32133081
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,1536411,40.04274034,84.24005588,84.61277614
United Kingdom,GBR,Europe & Central Asia,High income,2008,61806995,99.1207537,100,120.7240644
Georgia,GEO,Europe & Central Asia,Lower middle income,2008,4030000,90.42168152,91.00613878,63.47374988
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,23298640,12.86629771,71.73493433,49.66139655
Gibraltar,GIB,Europe & Central Asia,High income,2008,32732,,99.61827037,79.43297079
Guinea,GIN,Sub-Saharan Africa,Low income,2008,10323142,15.89286846,61.30181113,26.63917633
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,1588572,47.49297356,77.26874395,73.40781532
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,1480841,16.89438399,61.60272669,33.77513183
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,868418,76.65938332,49.08741406,20.72734559
Greece,GRC,Europe & Central Asia,High income,2008,11077841,97.90472364,99.8118102,120.8385863
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,103930,85.09432974,95.16615757,57.7523333
Greenland,GRL,Europe & Central Asia,High income,2008,56328,99.52800471,100,98.1967242
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,14006366,63.65045148,89.92910929,106.7274695
Guam,GUM,East Asia & Pacific,High income,2008,159035,89.81323449,99.5968,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,746314,82.49057122,91.6895442,59.99740056
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,6957800,96.68181818,99.45839286,166.853171
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,7872658,71.86347543,87.75801412,78.88963296
Croatia,HRV,Europe & Central Asia,High income,2008,4434508,97.30046757,99.13264089,104.6491062
Haiti,HTI,Latin America & Caribbean,Low income,2008,9705029,24.85691124,61.14214509,32.97259596
Hungary,HUN,Europe & Central Asia,High income,2008,10038188,98.01688281,99.96788459,122.3492851
Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,236159276,57.38999587,82.81361221,59.52687753
Isle of Man,IMN,Europe & Central Asia,High income,2008,78534,,,
India,IND,South Asia,Lower middle income,2008,1197146906,33.72695489,84.3199329,28.97639365
Ireland,IRL,Europe & Central Asia,High income,2008,4489544,90.49844902,97.69847422,112.4407379
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2008,72845542,87.87312093,95.14638512,59.02900688
Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,29111417,81.70215444,81.0610032,60.21348944
Iceland,ISL,Europe & Central Asia,High income,2008,317414,98.78707792,100,108.3754712
Israel,ISR,Middle East & North Africa,High income,2008,7308800,100,100,126.5532074
Italy,ITA,Europe & Central Asia,High income,2008,58826731,99.28057499,100,151.8275276
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,2790122,84.70636121,92.0055539,97.6058753
Jordan,JOR,Middle East & North Africa,Upper middle income,2008,6489822,97.76804892,99.03521459,81.87534265
Japan,JPN,East Asia & Pacific,High income,2008,128063000,99.9926293,98.64681529,85.87674815
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,15674000,97.37100351,88.92147356,93.18423221
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,39148416,30.32376692,53.03169422,41.64554959
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,5318700,94.25983434,83.82959419,64.49689052
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,13880509,31.6473943,64.39467256,30.52481721
Kiribati,KIR,East Asia & Pacific,Lower middle income,2008,98440,36.57685753,63.05888482,1.015847217
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,50332,90.91406293,98.88380102,148.017166
"Korea, Rep.",KOR,East Asia & Pacific,High income,2008,49054708,100,98.76466956,92.66136634
Kuwait,KWT,Middle East & North Africa,High income,2008,2652340,100,100,56.55051766
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,6052190,52.45895034,65.09057339,33.41159151
Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,4111047,84.42902244,89.05508939,34.71135212
Liberia,LBR,Sub-Saharan Africa,Low income,2008,3662993,15.08858385,66.15845345,23.33138502
Libya,LBY,Middle East & North Africa,Upper middle income,2008,6053078,99.7,,121.9068216
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,169220,84.92099334,93.256882,103.4422645
Liechtenstein,LIE,Europe & Central Asia,High income,2008,35541,99.95,100,95.66416252
Sri Lanka,LKA,South Asia,Lower middle income,2008,19945832,90.47044977,85.37487107,55.56275617
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,1999930,26.95094043,69.18189808,29.66183816
Lithuania,LTU,Europe & Central Asia,High income,2008,3198231,89.54237662,94.23971726,156.2432593
Luxembourg,LUX,Europe & Central Asia,High income,2008,488650,97.65313009,99.939,145.7416436
Latvia,LVA,Europe & Central Asia,High income,2008,2177322,89.69332123,98.12163681,105.8349882
"Macao SAR, China",MAC,East Asia & Pacific,High income,2008,514348,,100,181.3161517
St. Martin (French part),MAF,Latin America & Caribbean,High income,2008,29376,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2008,31596855,77.14483237,74.52974016,72.20874989
Monaco,MCO,Europe & Central Asia,High income,2008,35853,100,100,61.36167127
Moldova,MDA,Europe & Central Asia,Lower middle income,2008,3570108,75.36216009,85.49509638,58.9432413
Madagascar,MDG,Sub-Saharan Africa,Low income,2008,19996469,7.198113122,43.71179679,24.18046406
Maldives,MDV,South Asia,Upper middle income,2008,345054,92.47622149,97.23048663,126.2489349
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,113661809,83.49216189,94.2839686,66.25221758
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,52218,86.3426568,78.70785328,
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2008,2067378,90.47381168,96.63478954,95.17035588
Mali,MLI,Sub-Saharan Africa,Low income,2008,14138216,25.70875567,62.7251889,24.32108832
Malta,MLT,Middle East & North Africa,High income,2008,409379,99.98175154,100,93.57189999
Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,49479752,66.89335671,61.60216042,0.7425017
Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,616969,92.46647391,95.65345228,186.4170443
Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,2628131,54.95838027,75.70240544,67.08866491
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2008,57431,77.16173073,99.10097385,
Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,22846758,18.08947883,35.30835917,19.28066118
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,3407541,34.49201522,62.68505481,61.39301039
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,1244121,92.44771853,99.6355179,83.37818417
Malawi,MWI,Sub-Saharan Africa,Low income,2008,14271234,39.32468761,59.93109394,10.56449639
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,27111069,98.48533332,97.14712361,102.2202407
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,2106375,31.26691864,77.88674487,49.94362352
New Caledonia,NCL,East Asia & Pacific,High income,2008,242750,100,96.57868286,80.59281501
Niger,NER,Sub-Saharan Africa,Low income,2008,15228525,9.492104259,42.02326905,12.46100985
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,150347390,34.15702299,57.88943913,41.89530128
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,5594506,68.91996849,81.39896696,55.55453869
Netherlands,NLD,Europe & Central Asia,High income,2008,16445593,97.84942461,100,124.4935189
Norway,NOR,Europe & Central Asia,High income,2008,4768212,98.064422,100,109.2173612
Nepal,NPL,South Asia,Low income,2008,26475859,33.78292756,84.06985233,15.86350796
Nauru,NRU,East Asia & Pacific,Upper middle income,2008,9947,65.63649816,98.25940936,
New Zealand,NZL,East Asia & Pacific,High income,2008,4259800,100,100,107.9861862
Oman,OMN,Middle East & North Africa,High income,2008,2759014,94.60567454,81.1910133,116.6847649
Pakistan,PAK,South Asia,Lower middle income,2008,163644603,46.07189829,88.81416741,53.78713406
Panama,PAN,Latin America & Caribbean,High income,2008,3516268,70.97601738,91.91784167,111.3466323
Peru,PER,Latin America & Caribbean,Upper middle income,2008,28641980,70.63430078,85.81492111,73.15078776
Philippines,PHL,East Asia & Pacific,Lower middle income,2008,90751864,71.12584213,88.40322139,75.05869742
Palau,PLW,East Asia & Pacific,High income,2008,20228,97.1718886,96.70954568,57.67747677
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,6787187,18.62522564,36.62367857,12.87720524
Poland,POL,Europe & Central Asia,High income,2008,38125759,92.89323553,97.908502,114.6133733
Puerto Rico,PRI,Latin America & Caribbean,High income,2008,3760866,97.11078717,97.09056673,68.08702742
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2008,24335146,77.01514515,99.71613118,0
Portugal,PRT,Europe & Central Asia,High income,2008,10558177,98.51128624,99.36946051,131.8912545
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,6047117,82.52009935,88.27255773,95.76065752
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2008,3596688,95.23889339,88.02350221,34.11994362
French Polynesia,PYF,East Asia & Pacific,High income,2008,263179,97.50481716,100,71.109777
Qatar,QAT,Middle East & North Africa,High income,2008,1389342,99.5462963,100,102.8894254
Romania,ROU,Europe & Central Asia,Upper middle income,2008,20537875,81.56297875,100,117.525101
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2008,142742350,86.46637459,95.84804898,139.4449929
Rwanda,RWA,Sub-Saharan Africa,Low income,2008,9708169,54.67194486,52.16736,13.62395937
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,25940770,99.54442603,98.71918355,138.7776847
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2008,32955496,25.8747727,49.06532802,36.38685638
Senegal,SEN,Sub-Saharan Africa,Low income,2008,12203957,43.66081199,68.88629262,44.15889863
Singapore,SGP,East Asia & Pacific,High income,2008,4839396,100,100,132.233681
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,504477,25.35161065,74.20153074,5.946752776
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,6165372,12.41166531,48.62626006,16.36235413
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,6110301,86.49679258,87.28586886,113.753856
San Marino,SMR,Europe & Central Asia,High income,2008,30351,100,100,80.39932786
Somalia,SOM,Sub-Saharan Africa,Low income,2008,11369276,19.36150829,30.75893132,5.51486304
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,7350222,95.99554835,90.10530947,130.6946168
South Sudan,SSD,Sub-Saharan Africa,Low income,2008,9263136,,,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,166913,31.03349361,73.91488869,30.28583753
Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,515148,79.86974551,92.76650568,127.556741
Slovak Republic,SVK,Europe & Central Asia,High income,2008,5379233,98.89107815,97.957331,102.2446792
Slovenia,SVN,Europe & Central Asia,High income,2008,2021316,99.10755637,99.5628175,101.4996508
Sweden,SWE,Europe & Central Asia,High income,2008,9219637,99.311016,100,108.4131131
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,1158897,53.86487697,60.25881666,45.87491382
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2008,33964,98.72001072,95.5,
Seychelles,SYC,Sub-Saharan Africa,High income,2008,86956,97.53656414,95.1777464,103.0765499
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2008,20325443,92.92076102,96.13050785,34.71588787
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2008,29481,84.94772727,90.96363636,
Chad,TCD,Sub-Saharan Africa,Low income,2008,11133861,9.644840441,40.79869728,14.37057639
Togo,TGO,Sub-Saharan Africa,Low income,2008,6161796,12.48225146,54.70025092,25.14757061
Thailand,THA,East Asia & Pacific,Upper middle income,2008,66545760,94.99124582,96.6046156,92.92427346
Tajikistan,TJK,Europe & Central Asia,Low income,2008,7309728,93.08871675,66.83101575,50.25522154
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2008,4935762,95.95685357,89.77337578,22.99847521
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,1078110,38.18399944,60.27412122,11.59454972
Tonga,TON,East Asia & Pacific,Upper middle income,2008,103005,90.63765779,99.05549236,48.99956313
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,1315372,91.71087424,95.56201559,137.3086853
Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,10407336,87.61164674,91.4508202,82.65481195
Turkey,TUR,Europe & Central Asia,Upper middle income,2008,70440032,90.03869615,97.45077177,93.44701888
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,10340,88.83979684,98.36212,
Tanzania,TZA,Sub-Saharan Africa,Low income,2008,43270144,15.21022155,41.39888095,30.05950939
Uganda,UGA,Sub-Saharan Africa,Low income,2008,31663896,17.41822583,34.68485681,27.01772391
Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,46258200,95.39082438,96.69670757,120.558086
Uruguay,URY,Latin America & Caribbean,High income,2008,3350824,94.8112081,97.96462404,104.6851759
United States,USA,North America,High income,2008,304093966,99.96829347,99.16395927,86.13129085
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,27302800,100,91.47253369,44.65057057
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,109165,80.17524466,94.29090977,119.1755599
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2008,28141701,92.05478199,96.91625262,97.41549383
British Virgin Islands,VGB,Latin America & Caribbean,High income,2008,25604,96.83371912,98.34383562,89.82971411
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2008,108399,97.19917855,99.9976,
Vietnam,VNM,East Asia & Pacific,Lower middle income,2008,86707801,67.03507594,84.86957717,86.35014282
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,225340,53.23723795,85.02575472,15.9758587
Samoa,WSM,East Asia & Pacific,Upper middle income,2008,183526,97.92102161,94.16201905,
Kosovo,XKX,Europe & Central Asia,Lower middle income,2008,1747383,,,32.30209935
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2008,22356391,50.23961144,56.21432979,28.82844552
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,50412129,67.10017671,81.32248505,89.26423242
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2008,13082517,28.77575998,55.42326524,27.05139233
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2008,13558469,40.27695131,68.67643549,12.20433517
Aruba,ABW,Latin America & Caribbean,High income,2009,101453,97.73766333,97.02396913,126.1667964
Afghanistan,AFG,South Asia,Low income,2009,28004331,32.45585491,47.47966935,37.49420045
